iid,gender,age,field_of_study,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,avg_attr,avg_sinc,avg_intel,avg_fun,avg_amb,avg_shar,yes_freq
110,1,28,14,2,4,6,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,20,20,15,15,5,25,5.714285714285714,6.785714285714286,7.142857142857143,7,7.214285714285714,5.642857142857143,0.21428571428571427
233,1,29,13,4,1,1,1,3,2,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,14,20,18,16,14,18,6.071428571428571,7.571428571428571,7.928571428571429,7.285714285714286,7.571428571428571,6.214285714285714,0.35714285714285715
316,1,25,8,2,3,3,2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,25,20,15,25,10,5,7.818181818181818,7.818181818181818,8.272727272727273,8.181818181818182,8.545454545454545,7,0.6363636363636364
100,1,30,8,6,8,9,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,4.928571428571429,7.928571428571429,8.071428571428571,6,7.642857142857143,5.642857142857143,0.35714285714285715
398,1,29,8,2,7,2,2,3,1,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,45,10,10,30,0,5,7.538461538461538,7.538461538461538,7.615384615384615,8.23076923076923,7.076923076923077,6.3076923076923075,0.6153846153846154
8,0,25,13,2,1,1,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,9.09,8.11111111111111,7.666666666666667,8.11111111111111,7.777777777777778,7.444444444444445,6.777777777777778,0.7777777777777778
243,1,27,16,2,2,3,2,6,2,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,20,20,20,25,5,10,5.666666666666667,6.555555555555555,7.444444444444445,5.666666666666667,5.444444444444445,5.222222222222222,0.7777777777777778
299,0,24,11,4,1,1,2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,10,40,10,20,10,10,5.666666666666667,7.333333333333333,7.25,6.666666666666667,6,5.083333333333333,0.4166666666666667
10,0,26,13,2,4,4,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,5,6.375,6.625,6,6.25,5.875,5.625,0.375
359,0,26,6,2,1,5,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,9,17,23,15,14,22,6.21875,6.8125,7.46875,5.3125,6.625,4.625,0.3125
199,0,30,7,2,2,1,4,5,3,2,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,17.5,17.5,20,12.5,20,12.5,7.2105263157894735,5.7894736842105265,6.7368421052631575,5.894736842105263,6.052631578947368,5.578947368421052,0.7368421052631579
444,1,26,8,2,5,1,2,4,2,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,50,10,10,30,0,0,8.4,7,7.9,7.5,8.3,5.2,0.5
372,1,27,8,2,9,7,2,5,2,10,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,30,15,15,20,5,15,6.615384615384615,7,7.461538461538462,6.923076923076923,6.230769230769231,6.076923076923077,0.6153846153846154
458,0,29,8,4,9,8,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,50,5,25,20,0,0,6.4,6.4,7.2,6.6,7.8,6,0.4
176,0,28,8,4,10,1,2,6,3,7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,13.04,21.74,19.57,17.39,15.22,13.04,6.875,7.875,7.75,5.125,7.375,6,0.375
57,0,22,11,2,10,10,3,5,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,10,20,20,20,15,15,5.444444444444445,7.777777777777778,6.888888888888889,6,5.777777777777778,4.666666666666667,0.2222222222222222
224,1,32,3,2,1,3,6,7,4,15,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8,17.24,17.24,17.24,17.24,13.79,17.24,6.285714285714286,8.214285714285714,8.428571428571429,6.5,7.5,6,0.35714285714285715
508,1,36,2,4,1,5,3,5,1,10,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,18,10,18,18,18,18,5.833333333333333,5.666666666666667,6.833333333333333,5.333333333333333,6.5,4.5,0.16666666666666666
353,0,25,9,4,7,7,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,15,10,25,25,10,15,4.9375,7.8125,6.75,4.8125,5.3125,3.5625,0.0625
303,0,33,9,2,2,1,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,20,25,25,10,15,5,7,6.916666666666667,7.5,6.833333333333333,6.083333333333333,6.333333333333333,0.5833333333333334
295,0,30,9,2,5,7,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,10,18,20,16,16,20,5.363636363636363,6.636363636363637,6.545454545454546,5.454545454545454,5.545454545454546,4.818181818181818,0.18181818181818185
195,0,27,10,2,3,9,1,2,1,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,15.38,19.23,19.23,19.23,13.46,13.46,6.684210526315789,7,7.526315789473684,7.2105263157894735,5.842105263157895,5.842105263157895,0.7894736842105263
104,1,27,10,2,6,8,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,20,15,25,15,20,5,7.266666666666667,7.2,7.666666666666667,6.933333333333334,7.066666666666666,5.733333333333333,0.4666666666666667
289,1,28,8,4,1,2,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,20,30,10,20,0,20,5.833333333333333,7,7.055555555555555,7.166666666666667,6.611111111111111,4.944444444444445,0.5
81,0,28,6,2,6,9,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,10,10,20,20,20,20,7.8,7.066666666666666,7.533333333333333,6.933333333333334,8,6.666666666666667,0.7333333333333333
335,1,24,3,2,1,8,1,3,3,2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,20,10,20,20,15,15,6.375,7.75,8.5,6.25,8.125,5.625,0.75
443,1,27,13,3,1,3,2,6,2,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,30,25,10,20,0,15,6.25,7.75,8.125,7.625,8.25,5.75,0.25
141,1,28,8,3,4,4,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,5.5,6.75,6.75,7,6.5,6.25,0
405,1,30,13,1,1,1,4,5,5,9,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,30,25,20,15,5,5,5.642857142857143,8.142857142857142,8.357142857142858,7,8.357142857142858,6.214285714285714,0.2857142857142857
77,0,22,11,2,2,2,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,15,20,20,20,15,10,6.571428571428571,7.214285714285714,7.214285714285714,6.714285714285714,6.5,5.785714285714286,0.42857142857142855
80,0,27,10,4,3,1,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,10,20,20,10,20,20,6.214285714285714,7.857142857142857,7.428571428571429,5.75,6.571428571428571,4.928571428571429,0.21428571428571427
288,1,27,3,2,3,5,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,20,20,15,25,10,10,5.833333333333333,6.666666666666667,7,6,6.611111111111111,5.277777777777778,0.3888888888888889
452,1,29,8,4,7,1,1,5,3,7,9,6,8,7,8,7,8,7,9,8,7,8,9,8,10,5,3,35,30,25,5,0,5,4.222222222222222,6.888888888888889,8,7,7.777777777777778,4,0.1111111111111111
210,0,29,10,2,10,4,2,6,3,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,20,15.56,20,15.56,11.11,17.78,6,7.157894736842105,7.421052631578948,6.368421052631579,6.157894736842105,5.894736842105263,0.631578947368421
543,1,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,20,16,16,17,16,15,5,6.411764705882353,6.764705882352941,5.588235294117647,6,4.882352941176471,0.35294117647058826
162,1,27,10,4,1,1,2,6,2,4,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,15.22,15.22,19.57,17.39,13.04,19.57,6,6.833333333333333,7.666666666666667,5.75,6.916666666666667,5.666666666666667,0.3333333333333333
244,1,28,8,2,8,9,2,5,3,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,20,20,20,10,10,20,6.333333333333333,7.222222222222222,7,6.666666666666667,7.777777777777778,6.111111111111111,0.6666666666666666
466,0,24,18,2,1,1,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,10,20,20,15,20,15,7.571428571428571,7.714285714285714,7.928571428571429,7.571428571428571,7.285714285714286,6,0.6428571428571429
475,0,27,13,3,1,2,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,10,15,30,10,15,20,7,7.714285714285714,7.785714285714286,7.642857142857143,6.928571428571429,5.928571428571429,0.5
253,0,33,3,4,1,1,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,25,30,10,10,5,20,3.625,6.25,6.75,4.6875,5.9375,4.5,0.3125
342,0,33,9,3,2,1,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,40,15,25,5,15,0,5.866666666666666,6.733333333333333,6.733333333333333,6.2,6.533333333333333,5.333333333333333,0.2
240,0,26,8,4,1,1,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,10,30,30,10,10,10,6.714285714285714,7,7,8.285714285714286,7,5.285714285714286,0.8571428571428571
386,0,26,3,2,4,2,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,15,10,30,10,15,20,6.071428571428571,8.285714285714286,7.642857142857143,7.142857142857143,6.857142857142857,5.928571428571429,0.35714285714285715
258,0,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,7,35,20,20,5,13,6.882352941176471,7.294117647058823,7.117647058823529,6.705882352941177,6.529411764705882,5.470588235294118,0.6470588235294118
230,1,42,13,2,5,1,2,7,3,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,23.81,23.81,23.81,23.81,2.38,2.38,5.6875,7.1875,6.875,6.5,7.25,5.625,0.25
106,1,22,1,3,1,3,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,10,20,35,10,5,20,5.071428571428571,7.5,7.571428571428571,6.571428571428571,6.928571428571429,5,0.14285714285714285
193,1,25,1,4,2,2,1,6,2,1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,20.93,16.28,23.26,16.28,11.63,11.63,6,7.111111111111111,7.444444444444445,7.111111111111111,7.333333333333333,6.444444444444445,0.4444444444444444
478,0,26,13,2,4,4,1,4,1,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7.857142857142857,7.714285714285714,8.142857142857142,7.785714285714286,8.285714285714286,7.357142857142857,0.7142857142857143
220,1,25,13,6,1,1,1,5,2,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,16.67,16.67,16.67,16.67,14.81,18.52,5.3125,8.25,8.6875,7.25,8,6.4375,0.1875
44,1,24,3,2,3,3,1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,25,15,25,25,15,15,4.888888888888889,6.555555555555555,6.722222222222222,4.611111111111111,5.777777777777778,4.055555555555555,0.2222222222222222
294,0,30,9,4,1,1,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,20,20,35,5,10,10,7.5,7.416666666666667,8,6.833333333333333,6.5,6.5,0.6666666666666666
115,0,21,3,2,10,7,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,20,10,30,20,15,5,7.222222222222222,6.333333333333333,6.555555555555555,7.222222222222222,6.444444444444445,6.888888888888889,0.5555555555555556
433,0,30,15,6,3,3,2,6,3,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,20,20,20,20,10,10,5.142857142857143,6.928571428571429,6.785714285714286,6.714285714285714,5.928571428571429,5.071428571428571,0.42857142857142855
83,0,35,8,3,1,5,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,10,32,20,12,11,15,7.142857142857143,8,7.571428571428571,7.428571428571429,7.071428571428571,6.392857142857143,0.7857142857142857
351,0,35,9,4,1,3,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,15,15,30,15,15,10,6.882352941176471,7.411764705882353,7.0588235294117645,5.529411764705882,6.117647058823529,4.9411764705882355,0.35294117647058826
194,0,24,3,2,9,9,3,3,2,3,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,16,16,20,16,18,14,4.555555555555555,5.722222222222222,5.833333333333333,4.944444444444445,5.333333333333333,4.166666666666667,0.1111111111111111
529,0,22,5,4,4,1,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,10,25,25,10,10,20,4.1,7.8,7.5,5.25,6.4,4.35,0.15
427,1,28,13,2,1,1,1,7,3,15,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,20,20,20,20,20,20,5.666666666666667,7.333333333333333,7,4.833333333333333,6.333333333333333,4.666666666666667,0.16666666666666666
394,0,24,6,2,1,6,2,4,2,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,18,19,16,15,15,17,5.714285714285714,7.357142857142857,7.071428571428571,6.285714285714286,6,5.214285714285714,0.2857142857142857
223,1,28,7,2,6,6,2,4,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,17.39,17.39,19.57,19.57,10.87,15.22,5.642857142857143,7.642857142857143,7.714285714285714,5.714285714285714,7,5.928571428571429,0.07142857142857142
249,1,33,8,6,2,7,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,22,22,15,15,5,21,4.375,7,7.375,5.5,7.625,4.75,0
454,0,27,15,2,3,3,2,7,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,10,20,20,20,10,20,5.8,7.4,6.6,6.6,6.2,5.2,0.4
15,1,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,30,10,20,10,10,20,5.777777777777778,7.666666666666667,7.777777777777778,7.222222222222222,6.444444444444445,6.666666666666667,0.3333333333333333
202,0,22,2,2,8,5,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,15.38,19.23,19.23,19.23,15.38,11.54,5.684210526315789,6.894736842105263,7.631578947368421,5.947368421052632,6.368421052631579,4.947368421052632,0.5263157894736842
363,1,23,5,4,1,1,3,6,2,7,3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,25,20,20,20,5,10,5.1875,7.75,7.3125,6.0625,6.6875,4.3125,0.25
407,1,24,14,2,1,1,3,4,2,6,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,30,15,15,15,15,10,7.133333333333334,8.933333333333334,8.133333333333333,7.066666666666666,7.4,7.533333333333333,0.6666666666666666
82,0,25,9,6,2,7,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,20,20,20,20,10,10,6.4,7.466666666666667,7.133333333333334,7,6.133333333333334,5.3,0.5333333333333333
101,1,22,8,4,3,2,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,40,8,10,12,10,20,4.25,7.625,7.9375,4.6875,7,4.4375,0
446,1,28,8,3,2,2,1,4,3,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,30,20,25,15,10,0,6,7.333333333333333,7.666666666666667,5.888888888888889,6.777777777777778,5.444444444444445,0.4444444444444444
469,0,25,13,4,1,1,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,20,10,20,20,10,20,7.928571428571429,7.642857142857143,7.785714285714286,7.214285714285714,6.928571428571429,6.428571428571429,0.7142857142857143
126,1,22,7,2,7,5,4,6,3,4,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,25,40,15,10,5,5,6.25,8.5,8.625,6.75,8.125,6.375,0.375
297,0,21,9,2,9,8,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,25,25,15,15,10,10,7.083333333333333,6.916666666666667,6.416666666666667,6.583333333333333,6.083333333333333,5.5,0.6666666666666666
388,0,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,22,17,15,15,15,16,7.333333333333333,6.666666666666667,6.5,7,6.916666666666667,5.333333333333333,0.5
432,0,28,11,2,1,1,4,6,3,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,15,30,30,10,10,5,6.538461538461538,7.6923076923076925,7.461538461538462,6.461538461538462,5.6923076923076925,5.538461538461538,0.5384615384615384
395,0,33,6,2,1,2,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,20,20,20,10,10,20,6.071428571428571,6.785714285714286,7,6.285714285714286,6.5,5.357142857142857,0.2857142857142857
523,0,27,9,4,3,2,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,10,25,20,20,5,20,4.0476190476190474,6.904761904761905,6.619047619047619,5.809523809523809,5.857142857142857,5,0.09523809523809525
283,1,27,5,4,1,1,1,4,2,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,50,10,10,10,10,10,5.333333333333333,7.222222222222222,7.222222222222222,5.5,6.277777777777778,4.444444444444445,0.16666666666666666
272,0,25,11,2,10,10,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,25,20,25,25,5,0,7.705882352941177,7,6.411764705882353,6.705882352941177,6.470588235294118,5.588235294117647,0.5294117647058824
198,0,23,13,4,8,5,2,2,3,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,15.38,19.23,17.31,19.23,9.62,19.23,4.526315789473684,6.526315789473684,6.2631578947368425,4.315789473684211,5.473684210526316,3.8947368421052633,0.15789473684210523
354,0,22,3,2,9,8,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,20,10,20,20,20,10,6.833333333333333,7.166666666666667,7,7.833333333333333,7.166666666666667,7.333333333333333,0.5
513,0,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,20,20,20,20,5,15,7.85,6.5,6.75,7.75,6.65,4.65,0.75
327,0,29,13,2,2,7,2,6,3,7,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,15,10,20,20,20,15,8.333333333333334,7.555555555555555,7.888888888888889,8.11111111111111,7.444444444444445,7.111111111111111,0.8888888888888888
291,1,27,10,4,5,5,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,20,20,15,15,12,18,5.095238095238095,7.095238095238095,8.142857142857142,6.095238095238095,7.857142857142857,5.238095238095238,0.23809523809523808
13,1,22,1,4,3,5,2,7,1,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,19,18,19,18,14,12,4.666666666666667,7.666666666666667,8.666666666666666,6.666666666666667,5.888888888888889,5.888888888888889,0.3333333333333333
185,1,25,2,4,3,4,1,7,4,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9,16.98,15.09,16.98,16.98,18.87,15.09,4.75,5.75,6.25,5.375,6.5,4.75,0.125
476,0,25,13,2,1,3,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,20,20,20,15,15,10,7,8,7.083333333333333,6.833333333333333,6.583333333333333,5.083333333333333,0.25
25,0,25,11,2,10,2,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,20,20,15,15,15,15,7.833333333333333,7.25,7.083333333333333,7.5,6.166666666666667,4.833333333333333,0.8333333333333334
103,1,26,8,2,8,9,2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,40,5,20,10,10,15,6.266666666666667,7.066666666666666,6.866666666666666,6.4,7,5.133333333333334,0.2
430,0,22,9,4,3,10,1,6,2,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,10,25,15,20,15,15,6.384615384615385,7,6.461538461538462,5.923076923076923,5.615384615384615,4.923076923076923,0.6923076923076923
170,1,28,10,4,2,1,1,5,3,4,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,16.28,20.93,18.6,18.6,13.95,11.63,4.333333333333333,7.5,8.416666666666666,5,7.583333333333333,5.25,0
144,0,23,10,2,5,2,1,5,2,2,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,16,16,16,18,18,16,6.857142857142857,7.642857142857143,8.142857142857142,7.285714285714286,6.571428571428571,6.285714285714286,0.35714285714285715
184,1,34,8,2,1,1,2,4,2,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,16.67,16.67,16.67,16.67,16.67,16.67,6.333333333333333,7.555555555555555,7.333333333333333,6.666666666666667,7.111111111111111,6.666666666666667,0.8888888888888888
477,0,27,5,3,5,7,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6.384615384615385,7.769230769230769,8.153846153846153,6.461538461538462,6.538461538461538,5.846153846153846,0.2307692307692308
50,1,27,1,1,4,4,6,6,2,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,35,10,20,15,10,10,6.375,6.5,7.375,7.5,7.6875,5.875,0.5625
491,1,29,8,3,3,3,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,30,10,25,20,8,7,7.857142857142857,6.714285714285714,7.857142857142857,7.642857142857143,7.642857142857143,6.071428571428571,0.7857142857142857
418,0,25,1,4,7,3,6,7,2,1,2,2,5,9,7,8,6,5,6,10,8,8,10,7,9,7,7,15,25,20,15,10,15,6.714285714285714,8,8.285714285714286,7.428571428571429,7.285714285714286,6.142857142857143,0.5714285714285714
536,1,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,30,20,20,20,10,0,6.470588235294118,6.352941176470588,6.529411764705882,6.294117647058823,6.470588235294118,5.0588235294117645,0.5294117647058824
26,0,23,11,2,2,4,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,20,20,20,15,15,10,7.75,7.166666666666667,7.416666666666667,7.416666666666667,6.5,6,0.9166666666666666
495,1,32,15,6,5,6,2,2,1,6,7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,20,20,20,15,15,10,4.5,5.166666666666667,6.166666666666667,6.75,4.916666666666667,4.666666666666667,0.25
337,1,28,5,2,1,1,1,5,3,5,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4,17,17,17,17,16,16,5.666666666666667,8.333333333333334,8,6.888888888888889,6.666666666666667,5.222222222222222,0.3333333333333333
355,0,24,3,2,10,2,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,50,20,10,5,10,5,7.235294117647059,7.411764705882353,6.764705882352941,7.0588235294117645,6.705882352941177,6,0.5882352941176471
19,1,28,8,2,1,1,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,50,0,25,10,0,15,7.7,6.8,7.7,8.5,7.1,7.7,0.9
209,0,28,13,1,7,3,3,6,2,7,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,13.04,21.74,17.39,17.39,15.22,15.22,5.368421052631579,7.263157894736843,6.7894736842105265,6.105263157894737,6.2631578947368425,4.842105263157895,0.21052631578947367
178,0,35,3,4,5,5,2,4,2,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,15.22,17.39,17.39,17.39,15.22,17.39,4.714285714285714,7.714285714285714,7.571428571428571,6.142857142857143,6.857142857142857,6.428571428571429,0.2857142857142857
516,0,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,58,5,8,10,7,12,7.25,5.85,6.9,6.75,6.7,5.1,0.6
367,1,27,13,2,6,3,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,30,15,20,25,5,5,6.6,8.066666666666666,7.733333333333333,7,7.133333333333334,7.666666666666667,0.6666666666666666
112,0,20,3,6,1,1,1,3,1,11,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,15,15,20,25,10,15,7.9,7.3,7.5,7,6.2,6.4,0.8
214,1,23,10,2,6,8,1,6,2,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,17.02,21.28,17.02,21.28,14.89,8.51,5.625,7.25,7.8125,6.8125,7.3125,5.0625,0.125
401,1,31,8,2,1,1,2,4,1,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,35,0,25,20,0,20,6.5,8.357142857142858,8.285714285714286,6,8,5.714285714285714,0.42857142857142855
231,1,30,13,3,1,1,1,6,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,18.6,20.93,23.26,23.26,2.33,11.63,6.125,7.3125,7.5,7.375,7.625,6.0625,0.3125
408,1,24,13,3,1,1,2,7,1,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,20,10,20,20,10,20,6.642857142857143,7.142857142857143,7,7.071428571428571,7.428571428571429,6.428571428571429,0.5
180,0,24,8,4,2,2,6,4,2,7,7,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7,15.38,17.31,17.31,19.23,13.46,17.31,7.714285714285714,8.285714285714286,7.428571428571429,7.285714285714286,7,6.571428571428571,0.8571428571428571
90,0,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,15,21,18,18,10,18,5.642857142857143,7.857142857142857,7.571428571428571,4.928571428571429,5.785714285714286,4.071428571428571,0.14285714285714285
132,0,27,8,2,10,1,1,7,2,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,16.67,16.67,16.67,16.67,16.67,16.67,7.75,7.25,6.75,7,7.25,6.5,1
211,0,28,13,2,9,1,2,4,1,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,16.36,16.36,18.18,18.18,16.36,14.55,7.105263157894737,6.473684210526316,6.894736842105263,5.7368421052631575,6.526315789473684,5.7368421052631575,0.6842105263157895
265,0,32,1,2,3,3,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,15,5,45,10,15,10,4.947368421052632,6.526315789473684,6.842105263157895,3.8947368421052633,5.578947368421052,4.473684210526316,0.3157894736842105
298,0,22,6,2,7,1,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,10,30,20,10,15,15,5.769230769230769,7,7.076923076923077,6,5.615384615384615,4.538461538461538,0.2307692307692308
403,1,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,20,25,20,15,5,15,4.833333333333333,8,7.583333333333333,6.25,7.083333333333333,4.916666666666667,0.16666666666666666
